"id","texto"
346,"Cifras que superan los 200 millones de habitantes. Perspectivas sociales y del empleo en el mundo https://www.ilo.org/global/research/global-reports/weso/trends2021/lang--es/index.htm"
347,"Pasa en 1991 del 62.4% al 57.4% en el 2019 .Radio de empleo vs población , Banco Mundial , 119 – 2019 https://data.worldbank.org/indicator/SL.EMP.TOTL.SP.ZS?end=2019&start=1991&view=chart"
348," Pasando de 150 millones de habitantes a casi 300 millones. Número de migrantes internacionales https://www.migrationdataportal.org/es/international-data?i=stock_abs_&t=2020"
349,"Se estima que en el 2030 habrán 9,700 millones de habitantes y en el 2100 será 11,000 millones. Crecimiento de la población mundial.  HYPERLINK ""https://www.un.org/es/global-issues/population"" \l "":~:text=Se espera que la población,de 11.000 millones para 2100.""https://www.un.org/es/global-issues/population#:~:text=Se%20espera%20que%20la%20poblaci%C3%B3n,de%2011.000%20millones%20para%202100."
350,"Discriminación religiosa, racial y sexual, persecución política, concentración de poder, terrorismo, desarrollo científico y técnico, acceso a educación, etc."
351,"Constitución pastoral, Gaudium et spes, sobre la iglesia en el mundo actual, No. 78 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html"
352," El 57% de incremento del costo en salud se presenta para vacunar al 70% de la población de países pobres vs el 0.8% para los países ricos. Panel global para la equidad en las vacunas delas Naciones Unidas: https://www.wto.org/spanish/tratop_s/covid19_s/vaccine_trade_tracker_s.htm "
353,"Yuval Noah Harari (1976 - actualmente), Historiador y profesor Israelí. De animales a Dioses, página 434"
354,"“El nombre de Dios es Misericordia”, una conversación con Andrea Tornielli, Francisco, 2016, pág 37"
355,"Su expresión bíblica más conocida es “Ojo por ojo, diente por diente” https://es.wikipedia.org/wiki/Ley_del_tali%C3%B3n"
356,"Romanos 2, 14-16 . La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
357,"“El nombre de Dios es Misericordia”, una conversación con Andrea Tornielli, Francisco, 2016, pág 42"
358,"Asociación Carlo Acutis http://www.carloacutis.com/es/association"
359,"Carlo Acutis, frases que lo han hecho famoso https://www.vaticannews.va/es/iglesia/news/2020-10/italia-carlo-acutis-frases-que-han-hecho-famoso.html"
360," La justicia y misericordia de Dios no son opuestas. De hecho, el Creador perfecto equilibra las dos cualidades extraordinariamente. Si esto no fuera cierto, el salmista no hubiera podido proclamar,“Justicia y juicio son el cimiento de tu trono; misericordia y verdad van delante de tu rostro” (Salmos 89:14, énfasis añadido).  HYPERLINK ""http://www.es.catholic.net/op/articulos/59080/www.messt.org"" \l ""modal""http://www.es.catholic.net/op/articulos/59080/www.messt.org#modal"
361,"¿ Dios castiga o no castiga ? https://www.aciprensa.com/noticias/dios-castiga-o-no-castiga-nuevo-e-book-aporta-en-debate-en-redes-sociales-44415"
362,"  Laudato Si No.70 -  https://www.aciprensa.com/Docum/documento.php?id=552"
363,"“El nombre de Dios es Misericordia”, una conversación con Andrea Tornielli, Francisco, 2016, pág 59"
364," Ver “las cien peores atrocidades de la humanidad en los últimos mil años”, fuente: our world in data. https://ourworldindata.org/uploads/2013/08/The-100-Worst-Atrocities-over-the-last-Millennia-New-York-Times-Data-from-Matthew-White0.png "
365,"La Guerra, Santo Tomás de Aquino  HYPERLINK ""http://es.catholic.net/op/articulos/23707/la-guerra.html"" \l ""modal""http://es.catholic.net/op/articulos/23707/la-guerra.html#modal"
366," La teoría de la guerra justa: orígenes, evolución y contenidos https://global-strategy.org/la-teoria-de-la-guerra-justa-origenes-evolucion-y-contenidos/"
367,"Biografía de Fray Francisco de Vitoria https://www.dominicos.org/quienes-somos/grandes-figuras/personajes/francisco-de-vitoria-biografia/"
368,"Francisco de Vitoria, un humanista para un nuevo mundo https://ethic.es/2023/07/francisco-de-vitoria-padre-del-derecho-humano/"
369,"Iniciativa del Jurista y diplomático Holandés Higo Grocio en el siglo XVI. https://www.biografiasyvidas.com/biografia/g/grocio.htm "
370,"Biografía de Michael Walzer https://www.ias.edu/scholars/walzer"
371,"War, Stanford Encyclopedia of Philosophy, May 3 2026. https://plato.stanford.edu/entries/war/ "
372,"Lucas 6, 29 .La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
373,"Juan 14, 27 .La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
374,"Biografía de Herbert George Wells https://www.biografiasyvidas.com/biografia/w/wells.htm"
375,"“Breve Historia del Mundo”, Herbert George Wells , Página 293."
376,"Biografía San Juan Pablo II:  HYPERLINK ""https://es.catholic.net/op/articulos/52868/cat/169/biografia-de-juan-pablo-ii.html"" \l ""modal""https://es.catholic.net/op/articulos/52868/cat/169/biografia-de-juan-pablo-ii.html#modal"
377,"Biografía de Mahatma Gandhi https://www.biografiasyvidas.com/monografia/gandhi/"
378,"En la única carta que se conoce de Ghandi sobre Jesús, afirma que es uno de los más grandes maestros de la humanidad; reconoce el amor como un hilo común entre las religiones. https://www.mensaje.cl/sale-a-la-venta-la-unica-carta-que-mahatma-gandhi-escribio-sobre-jesus/ "
379,"Biografía San Francisco de Asís: https://www.Biografíasyvidas.com/Biografía/f/francisco_asis.htm"
380,"Chennai se queda sin agua 2,019: https://www.nytimes.com/es/2019/06/26/espanol/escasez-agua-india.html"
381,"La crisis del agua pronto afectará a un cuarto de la población mundial: https://www.nytimes.com/es/interactive/2019/espanol/ciencia-y-tecnologia/crisis-del-agua.html"
382,"Renewable internal fresh water resources per capita 1962 – 2014 https://data.worldbank.org/indicator/ER.H2O.INTR.PC"
383,"Estas comunidades constituyen solo el 5% de la población mundial, sin embargo los pueblos indígenas son los guardianes esenciales del medio ambiente http://www.fao.org/zhc/detail-events/es/c/1028079/"
384,"“…entonces Yavé formó al hombre con polvo de la tierra;  luego sopló en su nariz un aliento de vida…” Génesis 2,7.La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
385,"Desde la teoría de la evolución, se afirma el origen de la vida desde un proceso físico-químico que dió lugar a una primera célula llamada LUCA en el contexto científico, imposible de identificar o encontrar exactamente en el rango de tiempo y espacio que arroja la misma teoría. https://es.wikipedia.org/wiki/Último_antepasado_común_universal"
386,"“Hagamos al hombre a nuestra imagen y semejanza. Que tenga autoridad sobre los peces del mar y sobre las aves del cielo, sobre los animales del campo , las fieras salvajes y los reptiles que se arrastran sobre el suelo”. Génesis 1,26.La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
387,"“El universo está inquieto, pues quiere ver lo que verdaderamente son los hijos e hijas de Dios. Pues si la creación está sometida a lo efímero, no es cosa suya, sino de aquel que le impuso este destino. Pero le queda la esperanza; porque el mundo creado también dejará de trabajar para el polvo, y compartirá la libertad y la gloria de los hijos de Dios. Romanos 8,19.La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
388,"¿Los animales van al cielo ? https://www.aciprensa.com/noticias/53589/los-animales-van-al-cielo-segun-el-Papa-francisco"
389,"“…El lobo habitará con el cordero, el puma se acostará junto al cabrito, el ternero comerá al lado del   león y un niño chiquito los cuidará. Vaca y oso pastarán en compañía y sus crías reposarán juntas, pues el león también comerá pasto, igual que el buey. El niño de pecho jugará sobre el nido de la vívora, y en la cueva de la culebra el pequeñuelo meterá su mano.  No cometerán el mal ni dañarán a su prójimo, en todo mi Cerro Santo, pues, como llenan las aguas el mar, se llenará la tierra del conocimiento de Yavé” Isaías 11,6-9.La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del     griego. Yave en el antiguo testamento es Dios.Isaías 11,6-9.La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del   griego. Yave en el antiguo testamento es Dios."
390,"Carta Encíclica, Laudato SI, del Santo Padre Francisco, sobre el cuidado de la casa común https://www.aciprensa.com/Docum/documento.php?id=552"
391,"Encíclica Laudato Si No.59 https://www.aciprensa.com/Docum/documento.php?id=552"
392,"No somos Dios. La tierra nos precede y nos ha sido dada. Esto permite responder a una acusación lanzada al pensamiento Judío-Cristiano: se ha dicho que, desde el relato del Génesis que invita a « dominar » la tierra (cf. Gn 1,28), se favorecería la explotación salvaje de la naturaleza presentando una imagen del ser humano como dominante y destructivo. Laudato Si No. 62 https://www.aciprensa.com/Docum/documento.php?id=552 "
393,"Aquella visión antropomorfa asignada a la religión Cristiano Católica del hombre como centro de todo, es del todo incompatible con la interpretación desde la fe profesada por su iglesia. "
394,"Laudato Si No. 92  https://www.aciprensa.com/Docum/documento.php?id=552"
395,"Cristiano Evangélico, En el 2001 recibió el premio Principe Asturias de Investigación Científica y Técnica , por su trabajo en el descubrimiento de la secuencia del  genoma humano. https://www.genome.gov/staff/Francis-S-Collins-MD-PhD"
396,"Aprendiendo el Lenguaje de Dios, una interesante experiencia de un científico frente a la muerte. Francis Collins, página 35 https://www.fliedner.es/media/modules/editor/cienciayfe/docs/La_FE_a_examen_muestra_capitulo_Francis_Collins.pdf"
397,"Esta experiencia se puede dar en muchas personas, pero no todas descubren a Dios. Sabiduría 13,1 “(..) se quedaron con las obras y no conocieron al artesano”"
398,"De acuerdo a la Organización Mundial de la salud hay una tendencia creciente con 2,641 millones de personas afectadas por la depresión en el mundo; en su peor escenario, la depresión conduce al suicidio. Las tasas de suicidio en el mundo oscilan alrededor del 1.4% de la población, en algunos países alcanzando niveles el 6%. En cifras, alrededor de  800,000  personas en el mundo se suicidan cada año,  es decir una persona cada 40 segundos , el doble de muertes generadas por los homicidios. Open BMJ Journals , World wide impact of economic cycles on suicide trends over tree decades: differences acording to level of development. A mixed effect model study (1980-2007). https://bmjopen.bmj.com/content/bmjopen/2/3/e000785.full.pdf "
399,"Our World in Data, Datos desde el año 2000; la tasa de suicidio por 100 mil habitantes varía entre menos de 10 a más de 15 personas en algunos países.  HYPERLINK ""https://ourworldindata.org/suicide"" \l ""suicide-is-a-leading-cause-of-death-especially-in-young-people""https://ourworldindata.org/suicide#suicide-is-a-leading-cause-of-death-especially-in-young-people"
400,"Mateo 26, 36 – 38 Llegó Jesús con ellos aun lugar llamado Getsemaní, y dijo a sus discípulos: “Siéntense aquí , mientras yo voy más allá a orar”. Tomo consigo a Pedro y a los dos hijos de Zebedeo y comenzó a sentir tristeza y angustia. Y les dijo: “Siento una tristeza de muerte. Quédense aquí conmigo y permanezcan despiertos”La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
401," Juan 16, 21 – 23 .La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
402,"De acuerdo a San Agustín, “La posesión de Dios es la esencia de la felicidad”, “Conocer a Dios es tener vida eterna”. La verdadera felicidad está en el más allá. El bien perfecto que satisface completamente el deseo, podrá ser disfrutado inmediatamente sin retardos u obstáculos y ese goce no será un estado de quietud inactiva, sino la actividad intensa, aunque libre y pacífica del alma. https://ec.aciprensa.com/wiki/Felicidad"
403,"Biografía de Marta Robin https://www.es.catholic.net/op/vercapitulo/6790/presentacion.html"
404,"Reanimar en el mundo el amor que se apaga - https://www.martherobin.com/es/"
405," Misticismo: de acuerdo a su etimología, implica una relación con el misterio. En filosofía, misticismo es, o una tendencia religiosa y desde del alma humana hacia una unión íntima con la Divinidad, o un sistema que crece a partir de tal tendencia y deseo. https://ec.aciprensa.com/wiki/Misticismo"
406,"Marthe Robin, una gran mística Francesa  HYPERLINK ""https://www.martherobin.com/es/sa-vie/une-grande-mystique-francaise/"" \l "":~:text=Marta Robin experimenta el poder,¡Es como una resurrección! »""https://www.martherobin.com/es/sa-vie/une-grande-mystique-francaise/#:~:text=Marta%20Robin%20experimenta%20el%20poder,¡Es%20como%20una%20resurrección!%20»"
407," Châteauneuf-de-Galaure es la población donde nació y vivió Marta Robin en Francia. Vida de Marta    Robin, Bernard Peyrous, primera edición 2015, páginas 50-51."
408,"Vida de Marta Robin, Bernard Peyrous, primera edición 2015, página 50."
409,"Se debe tener en cuenta que muchos de estos casos han sido identificados como fraudulentos, por la iglesia Católica. La Definición de los estigmas místicos:  https://ec.aciprensa.com/wiki/Estigmas_m%C3%ADsticos"
410,"Vida de Marta Robin, Bernard Peyrous, primera edición 2015, páginas 68 - 73."
411,"USA national library of medicine https://pubmed.ncbi.nlm.nih.gov/29624652/"
412,"Vida de Marta Robin, Bernard Peyrous, primera edición 2015, página 89."
413,"Vida de Marta Robin, Bernard Peyrous, primera edición 2015, páginas 90-93."
414,"Los Foyers de Charité https://www.martherobin.com/es/son-heritage/les-foyers-de-charite/"
415,"La civilización empática , Jeremy Rifkin página 161. "
416,"University of California, Los Angeles-EEUU."
417,"La civilización empática , Jeremy Rifkin páginas 137 - 138. "
418,"La velocidad de acceso a los nuevos conocimientos de ciertos grupos de interés es mucho mayor que la velocidad de acceso de minorías superiores en miles de millones de habitantes; la brecha se incrementa con las consecuencias que eso trae en la concentración del poder. El ejemplo actual es el desarrollo de la inteligencia artificial y su control por unas exclusivas minorías. De tal manera, que en el momento en que esta tecnología esté al alcance en el conocimiento de las masas, aparecerá otra tecnología de mayor impacto en el acceso al poder, que contará inicialmente con un acceso limitado a ciertos grupos de interés."
419,"“Breve Historia del Mundo” , Herbert George Wells , Página270."
420,"Definición de Antropocentrismo: https://es.wikipedia.org/wiki/Antropocentrismo"
421,"Las ciencias humanas han elaborado las suficientes tesis que confirman que el ser humano es un ser social, donde las relaciones con su familia y su comunidad le dan el sentido de ser individual."
422,"Laudato Si, S.S Francisco, No. 122-123 , páginas 105 - 106."
423,"Laudato Si, S.S Francisco, No. 224 , página 186."
424,"La civilización empática , Jeremy Rifkin páginas 154  - 155"
425,"Encíclica Laudato SI, SS. Francisco, No.199, página 166."
426,"No se debe confundir esto como una posición filosófica Antropocentrica. Tampoco con una posición Teocéntrica, en la que Dios pretende dominarlo todo; Dios permite el libre albedrío en el ser humano; las actividades humanas son responsabilidad de la humanidad."
427,"Summa Teológica, Santo Tomás de Aquino,  I – IIae, C57  HYPERLINK ""https://hjg.com.ar/sumat/b/c57.html"" \l ""a2""https://hjg.com.ar/sumat/b/c57.html#a2"
428," “La ignorancia de Dios siempre manifiesta en los hombres es una falla esencial. Todo lo que admiran porsu valor no los llevó a conocer al Que Es.¿Se quedaron con las obras y no conocieron al Artesano”. Sabiduría 13, 1. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
429," ¿Pero cómo actúa la sabiduría de Dios ?. “La sabiduría es luz y no se torna opaca; se muestra con gusto a los que la aman, se deja encontrar por los que la aman”Sabiduría 6, 12 -13. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
430,"“Pongo mi arco en las nubes para que sea una señal de mi alianza con toda la tierra” Génesis 13.La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
431,"Sarácida 19, 25. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
432,"Sabiduría 7, 22 -26. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
433,"“No aspires a algo superior a tus fuerzas , ni te lances a investigar lo que sobrepasa tus capacidades. Profundiza lo que se te ha mandado, no tienes necesidad alguna de conocer los misterios ocultos. No te canses resolviendo problemas inútiles, el saber que se te ha entregado desborda lo que una persona puede comprender. Piensa que muchos se han extraviado con sus teorías, su seguridad mal fundada les falseó el raciocinio”.Sirácida 3, 21 -24. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
434,"Laudato Si, SS Francisco, No.224 página 186."
435,"“Si tu quieres hijo mio, llegarás a ser instruido; si te aplicas se abrirá tu espíritu. Si quieres escuchar, aprenderás; si pones atención, serás sabio. Frecuenta las asambleas de los ancianos; si ves ahí un hombre sabio, júntate con él.”Sirácida 6, 32 -35. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
436,"“Feliz el que se dedica a la sabiduría y puede responder al que lo interroga; que hace suyos los caminos de la sabiduría y profundiza sus secretos; que sale a cazarla y acecha su paso; que mira a través de sus ventanas y escucha a su puerta; que instala su tienda al lado de su casa y clava las estacas en sus muros. Pone su tienda en manos de la sabiduría y se queda en esa feliz morada. Deja a sus hijos bajo su protección y se tiende al abrigo de sus ramas, lo protege del calor y se instala en su gloria.”Sirácida 14, 20 -27. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
437,"Antes de la creación, ya la sabiduría divina existía."
438,"Sirácida 24, 9 / Sirácida 25,28. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
439,"Eclesiastés, 3,11 . La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
440,"Job, 28,28. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
441,"Homero , el gran poeta Griego del siglo VIII A.C., es al autor de La Iliada y La Odisea, las primeras obras literarias de occidente, en ellas se hace referencia a numerosos Dioses como Zeus, Dios del Trueno y del cielo. https://www.Biografíasyvidas.com/Biografía/h/homero.htm"
442,"Surya, el Dios Sol en países cuyas raices linguisticas surgen del sánscrito https://www.un.org/ungifts/es/content/surya-dios-del-sol"
443,"Inti, Dios sol Inca https://diosesincas.info/inti/"
444,"Biografía tales de Mileto https://www.Biografíasyvidas.com/Biografía/t/tales.htm"
445,"Predominante en la filosofía de Baruch Spinoza."
446,"Se manifiesta en la relación con el universo sobre todo en el Hinduismo y en diversas ramas del Budismo."
447,"La nueva era o New Age es una forma de esoterismo occidental que puede combinar el dogma de Jesucristo y del Karma del budismo; contiene invitaciones a la adivinación, telepatía, astrología, entre otros.  https://es.wikipedia.org/wiki/Nueva_era"
448,"On the concept of “Energy” from a transcultural perspective, Daan F Oostveen, Ultrecht University, January 2020, pág 244 https://www.researchgate.net/publication/336670538_On_the_Concept_of_Energy_from_a_Transcultural_Perspective"
449,"La causa eficiente según Aristóteles es, la del carpintero o el escultor; es el agente que produce la acción.https://www.filosofia.net/materiales/sofiafilia/hf/soff_25.html "
450,"Brahman the highest god of Hinduism https://www.hinduwebsite.com/brahmanmain.asp"
451,"Biografía de Parménides https://www.Biografíasyvidas.com/Biografía/p/parmenides.htm"
452,"Del Latín Ex nihilo nihil fit: Un problema filosófico y científico cuya aproximación por siglos desde diversos pensadores y ramas de la ciencia, sigue sin respuesta http://levlafayette.com/node/320  "
453,"Correlaciones detectadas en un vacío cuántico, Abril 28-2019, Andrey S. Moskalenko y Timothy C. Ralph / Nature https://www.investigacionyciencia.es/noticias/correlaciones-detectadas-en-un-vaco-cuntico-17426"
454,"Tomado del prólogo de la obra In Evangelium Loannis, de Santo Tomás de Aquino."
455," The physics of the universe , Georges Lemaître https://www.physicsoftheuniverse.com/scientists_lemaitre.html"
456,"El encuentro entre Pio XII y Lemaitre (1951-1952) sobre el big bang o la creación.https://inters.org/pius-xii-lemaitre"
457,"Juan 14,6. La Biblia – Latinoamerica, Edición revisada 2005, texto íntegro traducido del hebreo y del griego."
458,"No se debe confundir la distribución relativa, que medida por ejemplo en acceso a la salud tiene tasas crecientes, con el número de seres humanos que siguen desprotegidos y cuya cantidad aumenta constantemente.  "
459,"Servidor de vuestra alegría, Ratzinger , pág 55"
460,"La Divina Comedia, escrita por el Florentino Dante Alighieri entre 1304 y 1321. https://www.culturagenial.com/es/divina-comedia/"
461,"Fallece a los 91 años de edad el reconocido exorcista Padre Gabriele Amorth  HYPERLINK ""http://www.es.catholic.net/op/articulos/63297/fallece-a-los-91-anos-de-edad-el-reconocido-exorcista-p-gabriele-amorth"" \l ""modal""http://www.es.catholic.net/op/articulos/63297/fallece-a-los-91-anos-de-edad-el-reconocido-exorcista-p-gabriele-amorth#modal "
462,"Blog del Padre Fortea http://blogdelpadrefortea.blogspot.com"
463,"Es la ciencia o doctrina concerniente a los demonios https://ec.aciprensa.com/wiki/Demonolog%C3%ADa"
464,"Summa Daemoniaca, José Antonio Fortea , página 29."
465,"Candido Amantini fue un sacerdote Católico Pasionista y exorsista Italiano, maestro del Padre Amorth. https://es.wikipedia.org/wiki/Candido_Amantini"
466,"El signo del exorsista,  Padre Amorth, páginas 41, 42"
467,"Un dicho que no es bíblico , pero que expresa la omnipotencia de Dios,  propio de la literatura Española ”-Encomendadlo a Dios, Sancho —dijo don Quijote—, que todo se hará bien, y quizá mejor de lo que vos pensáis, que no se mueve la hoja en el árbol sin la voluntad de Dios - ”.  Don Quijote de la mancha, segunda parte , capítulo III, Miguel de Cervantes Saavedra. "
468,"Nuevo relatos de un exorcista, Gabriele Amorth , página 147."
469,"Quienes critican este mensaje, hacen referencia a otros pasajes similares del Evangelio al texto de Juan 3,18: “Para quien cree en él no hay juicio. En cambio, el que no cree ya ha sido condenado, por el hecho de no creer en el Nombre del Hijo único de Dios”. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego. "
470,"Proverbios 3, 12. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
471,"Hay que entender el contexto de la “prueba”. Dios no impone pruebas; el entorno circunstancial de intentar regresar a lugar deseado desde un camino equivocado y escogido voluntariamente,  produce la prueba; Dios solo la envía para producir un bien mayor."
472,"Summa Daemoniaca, José Antonio Fortea, página 23"
473,"Mateo 10, 28 La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego. "
474,"Los dones son disposiciones permanentes que hacen al hombre dócil para seguir los impulsos del Espíritu Santo. Existen los dones de santificación o los carismas , que pueden ser utilizados  bien o mal ( don de la sanación, don de la palabra, etc ). https://www.aciprensa.com/recursos/gracia-y-don-diferencia-2234"
475,"¿ Los Católicos pueden consultar los adivinos o videntes ?  HYPERLINK ""https://es.catholic.net/op/articulos/58169/cat/19/los-catolicos-podemos-consultar-adivinos-o-videntes.html"" \l ""modal""https://es.catholic.net/op/articulos/58169/cat/19/los-catolicos-podemos-consultar-adivinos-o-videntes.html#modal"
476,"Summa Demoniaca, José Antonio Fortea páginas 82 y 83."
477,"Summa Demoniaca, José Antonio Fortea página 38."
478,"Poderes mas allá de lo natural, pero menos que lo sobrenatural."
479,"El diablo, una investigación contemporánea, Gabriele Amorth, páginas25 - 27"
480,"Summa Demoniaca, José Antonio Fortea página 41"
481,"Summa Demoniaca, José Antonio Fortea página 48"
482,"En la religión Cristiano Católica son los Padres exorcistas , de formación especial y con autorización específica de la iglesia quienes tienen la autoridad para tratar estos casos, que tienen varias denominaciones como:  perturbaciones eternas, vejaciones, obsesiones,infestaciones personales,posesiones, sujeciones o infestaciones ambientales. Explicación detallada de cada una de estas manifestaciones se encuentra en varias obras del Padre Gabriel Amorth, entre ellas, “Nuevos relatos de un exorsista”, páginas 50 - 51    "
483,"Summa Demoniaca, Jose Antonio Fortea página página 94"
484,"Experiencias que están al margen de la explicación científica, puesto que no son compatibles con el método científico. https://es.wikipedia.org/wiki/Paranormal"
485,"Quien practica las creencias del  Chamanismo https://es.wikipedia.org/wiki/Chamanismo"
486,"Disociative Trance Disorder: Clinical and Research findings in ten persons reporting demon possesion and treated by exorcism. - Stefano Ferracuty, Roberto Sacco and Renato Lazzari, 1996 . https://www.tandfonline.com/doi/abs/10.1207/s15327752jpa6603_4"
487,"Annelise Michael: The girl, the possession, the exorcism http://www.paranormalscholar.com/anneliese-michel/"
488,"El Cristiano Católico solo hace adoración a Dios, entendiéndose así su reconocimiento como único ser supremo y divino; la devoción a la Virgen María y otros Santos desde el catolicismo, se refiere a su veneración o manifestación de un máximo respeto y reconocimiento en su relación de amor  con Jesucristo y con quien le venera. En el catolicismo, la veneración a una imagen se refiere en realidad a la veneración del santo que la imagen representa, no a la imagen en sí. "
489,"Es el dogma de la Inmaculada Concepción de la iglesia Cristiano Católica. https://www.aciprensa.com/recursos/la-inmaculada-concepcion-1113"
490,"San José, esposo de María también desempeñó un rol fundamental como Padre putativo de Jesús; sin embargo, no hay registros Bíblicos o de la tradición, sobre su muerte; la creencia principal, es que ocurrió después de los doce años de Jesús, ya que se manifiesta en su encuentro en el templo en Lc. 2, 40-52, y antes de las bodas de caná, a la que solo asiste la Virgen María (Jn. 2, 1-11). https://www.aciprensa.com/recursos/de-la-muerte-de-san-jose-4374"
491,"Génesis 9, 21 .La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego. "
492,"Génesis 16, La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego.  "
493,"Génesis 26, La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
494,"Génesis 27, 36 La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
495,"Números 20, 12 La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
496,"2 Samuel 12,9-10 La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
497,"Mateo 26,69-75 La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
498,"Hechos 9. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego. "
499,"Maria como modelo de fe, de cariad y de unión con Cristo.  HYPERLINK ""https://www.es.catholic.net/op/articulos/30845/cat/626/maria-como-modelo-de-fe-de-caridad-y-de-union-con-cristo.html"" \l ""modal""https://www.es.catholic.net/op/articulos/30845/cat/626/maria-como-modelo-de-fe-de-caridad-y-de-union-con-cristo.html#modal"
500,"Génesis 3, 15. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego. "
501,"Apocalipsis 12, 1-2 La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego. "
502,"La iglesia Católica hace la adoración únicamente a Dios y mantiene diferentes devociones a los Santos o a la Virgen María; cada individuo Católico puede sentir el deseo de construir su fe acompañado y fortalecido en su camino por uno o varios Santos; siendo la Virgen María quien tiene un culto especial desde el nacimiento de la iglesia, esencialmente diferente al culto de adoración a la Santísima Trinidad, pero lo favorece. Encuentra su expresión en las fiestas litúrgicas dedicadas a la Madre de Dios y en la oración mariana , como el Santo Rosario, “síntesis de todo el Evangelio” Ver Catecismo  de La iglesia Católica No.971"
503,"“llegó el ángel hasta ella y le dijo: - Alégrate, llena de gracia, el Señor está contigo”. La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego. Del anterior versículo, de otros versículos de la Biblia (Ef. 1,3 -4) y de aquella toma de conciencia de la iglesia a través de los siglos, la Virgen María es considerada por el catolicismo como la única en el género humano pura de todo pecado y poseída por la gracia de Dios; es el dogma de la inmaculada concepción.  "
504,"Catecismo de la iglesia Católica No. 968"
505,"Homilía celebrada en la Parroquia de Santo Tomás de Villanueva, Castelgandolfo, Agosto 15 del 2011 https://www.vatican.va/content/benedict-xvi/es/homilies/2011/documents/hf_ben-xvi_hom_20110815_assunzione.pdf"
506,"La iglesia es una “familia que tiene una madre, La Virgen María, dice el Papa Francisco en el cenáculo”.https://www.aciprensa.com/noticias/50653/la-iglesia-es-una-familia-que-tiene-una-madre-la-virgen-maria-dice-el-Papa-francisco-en-el-cenaculo"
507,"La intuición de las madres y la inteligencia del corazón https://saludmentalperinatal.es/2024/09/19/la-intuicion-de-las-madres-y-la-inteligencia-del-corazon/"
508,"Microquimerismo Fetal. El lazo innegable entre el hijo y la madre https://www.neuromexico.org/2016/03/02/microquimerismo-fetal-el-lazo-innegable-madre-hijo/"
509,"Lucas 1, 31 - Lucas 1, 34 -  35, Lucas 1, 38 La Biblia – Latinoamérica, Edición revisada 2005. Texto íntegro traducido del hebreo y del griego."
